estlocus2,Ausonios,"Rursus et Ausonios pulsant proscenia colles ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div17.l15.w3,95060
estlocus4,Cynosura,"Quas Cynosura rates , quas Parrhasis Vrsa gubernat ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l1.w2,95613
estlocus1,Canopus,"Sunt quorum extremus uela Canopus agit ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l2.w5,95665
estlocus4,Helice,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w5,95841
estlocus4,Cynosura,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w6,95849
estlocus4,Canopus,"Tu mihi tu , Princeps , Helice , Cynosura , Canopus ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div18.l7.w7,95857
estlocus1,Caucasus,"Parce tamen , parce , o , si te non Caucasus horrens",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l17.w8,76889
estlocus2,Centauri,"Nec fera Centauri aut Lestrigonis educat aula ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l19.w3,76941
estlocus4,Boreas,"Hinc , uelut Aeolio Boreas animosus ab antro ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div2.l31.w4,77336
estlocus4,Caribdis,"Nec te , Sylla ferox , nec te uitasse , Caribdis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l17.w8,99703
estlocus4,Caribdis,"Profuit : interius Sylla , Caribdis eras !",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l18.w4,99735
estlocus2,Cyaneas,Ah ego Cyaneas mallem rupesque Malaeae,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l23.w3,99886
estlocus4,Aegeas,Ergo uel Aegeas hyemes et saxa Capharei,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l3.w3,99223
estlocus2,Capharei,Ergo uel Aegeas hyemes et saxa Capharei,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l3.w7,99239
estlocus1,Ceraunia,"Quod neque praeruptis sunt ausa Ceraunia saxis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l7.w6,99355
estlocus1,Auentini,Furis Auentini specus et Scyronia rupes,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l75.w2,101576
estlocus1,Adria,"Quod neque spumosis Adria fecit aquis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div21.l8.w4,99383
estlocus4,Hyperborei,Gryphis Hyperborei praepes ad astra uolat .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div26.l6.w2,103603
estlocus1,Indus,Cum niger Indus ebur preciosaque uellera Seres,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l23.w3,104488
estlocus1,Erythra,Et dabit huic gemmas diues Erythra suas .,LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l24.w6,104532
estlocus1,Germania,"Non tamen ereptis moeret Germania uittis ,",LEMMA,LEMMA CITE URN,MORPH CITE URN,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div3.div27.l5.w5,103917
