estLocus,Nomen,Textus,LEMMA,LOCI CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus2,Illyricum,"Sorgius , Illyricum littus ad usque ualens .",Illyricus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div31.l8.w2,218426.0,,,,,,,,,,,,,,,,,
estlocus3,Dalmatas,"Omnes Dalmatas , et propinqua Teucae",Dalmatae,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l20.w2,223435.0,,,,,,,,,,,,,,,,,
estlocus4,Barculique,Incunabula Barculique littus,LEMMA,,ANNOTATOR,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l21.w2,223463.0,,,,,,,,,,,,,,,,,
estlocus1,Adriae,"Non brumam aut rabiem Adriae aestuantis ,",Adria,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l28.w5,223627.0,,,,,,,,,,,,,,,,,
estlocus3,Iliae,Caelum hausisse uel Iliae uidetur,Ilia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div38.l43.w4,224050.0,,,,,,,,,,,,,,,,,
estlocus1,Illyricum,Hospes ad Illyricum nullus ab Vrbe uenit ?,Illyricum,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div4.l12.w3,200635.0,,,,,,,,,,,,,,,,,
estlocus2,Appia,"Appia , Flamminia est siue terenda uia .",Appius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l12.w1,202228.0,,,,,,,,,,,,,,,,,
estlocus2,Flamminia,"Appia , Flamminia est siue terenda uia .",Flaminius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l12.w2,202236.0,,,,,,,,,,,,,,,,,
estlocus2,Bari,"Seu Bari , Anconis moenia siue petet .",Barium,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l14.w2,202300.0,,,,,,,,,,,,,,,,,
estlocus2,Anconis,"Seu Bari , Anconis moenia siue petet .",Ancon,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div5.l14.w3,202308.0,,,,,,,,,,,,,,,,,
estlocus4,Cymmeriis,Si nunc Cymmeriis agam tenebris,Cimmerius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div6.l1.w3,203624.0,,,,,,,,,,,,,,,,,
estlocus2,Cretaeis,"Cretaeis Epimenides sub antris ,",Cretaeus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div6.l13.w1,203932.0,,,,,,,,,,,,,,,,,
estlocus4,Achademiae,"Sic Achademiae princeps censorque uocaris ,",academia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div6.div8.l41.w2,206820.0,,,,,,,,,,,,,,,,,
estlocus3,Francorum,15 . Epitaphium Ludouici regis Francorum,Franci,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div15.head.w5,232410.0,,,,,,,,,,,,,,,,,
estlocus1,Alpes,"Arma inter dux , miles eram Ludouicus : Alpes",Alpes,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div15.l1.w7,232450.0,,,,,,,,,,,,,,,,,
estlocus2,Cymmeria,Cymmeria somnum carpere ualle uetent .,Cimmerius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div16.l10.w1,232903.0,,,,,,,,,,,,,,,,,
estlocus2,Cymmeria,"Quae tibi , Cymmeria quamuis in ualle cubares ,",Cimmerius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div16.l9.w3,232872.0,,,,,,,,,,,,,,,,,
estlocus4,Boreae,Et Rhesi et Boreae perfida regna trucis !,boreas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l104.w4,237207.0,,,,,,,,,,,,,,,,,
estlocus1,Arctos,"Arctos et Occasus corpus conspiret in unum ,",Arctos,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l119.w1,237650.0,,,,,,,,,,,,,,,,,
estlocus1,Asia,"Nec modo pensabunt Asia atque Europa labores ,",Asia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l131.w4,238071.0,,,,,,,,,,,,,,,,,
estlocus1,Europa,"Nec modo pensabunt Asia atque Europa labores ,",Europa,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l131.w6,238079.0,,,,,,,,,,,,,,,,,
estlocus4,Athlas,"Continuum cuius torquet anhelus Athlas ,",Atlas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l28.w5,234653.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Paret et alterius dicto Florentia , nutu",Florentia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l43.w5,235189.0,,,,,,,,,,,,,,,,,
estlocus3,Ditis,Perque potestates binas sacraria Ditis,Dis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l67.w5,235980.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Hinc tua principibus saluis Florentia salua est ,",Florentia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l9.w5,234002.0,,,,,,,,,,,,,,,,,
estlocus1,Europae,"Europae atque Asiae multum concordibus armis ,",Europa,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l99.w1,237007.0,,,,,,,,,,,,,,,,,
estlocus1,Asiae,"Europae atque Asiae multum concordibus armis ,",Asia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div20.l99.w3,237015.0,,,,,,,,,,,,,,,,,
estlocus2,Chaonis,Chaonis antiquo silua superba Ioue ;,Chaonis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l2.w1,242461.0,,,,,,,,,,,,,,,,,
estlocus3,Ditis,"Non , Oriens , ultra bacchabere ; regia Ditis",Dis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l35.w6,243536.0,,,,,,,,,,,,,,,,,
estlocus1,Caucasus,Caucasus et caeli pondere pressus Athlas .,Caucasus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l40.w1,243668.0,,,,,,,,,,,,,,,,,
estlocus1,Athlas,Caucasus et caeli pondere pressus Athlas .,Atlas,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l40.w6,243688.0,,,,,,,,,,,,,,,,,
estlocus1,Arctos,"Nanque Arctos Boreasque tonant , tonat Hesper et omnis",Arctos,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l41.w2,243704.0,,,,,,,,,,,,,,,,,
estlocus4,Caledonio,Pulsa Caledonio terra fragore sonat ;,Caledonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l42.w2,243744.0,,,,,,,,,,,,,,,,,
estlocus2,Alpinis,Hinc uolat Alpinis cuspis hyulca iugis .,Alpinus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div26.l44.w3,243808.0,,,,,,,,,,,,,,,,,
estlocus1,Florentia,"Teque recaeptura est reducem Florentia , quo te",Florentia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div27.l11.w5,245306.0,,,,,,,,,,,,,,,,,
estlocus2,Ausonis,Vectura est humeris Ausonis ora suis .,Ausonis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div27.l12.w4,245338.0,,,,,,,,,,,,,,,,,
estlocus4,Aoniam,"Pulcher , ad Aoniam Calliopea lyram ,",Aonius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div29.l2.w3,245789.0,,,,,,,,,,,,,,,,,
estlocus4,Carybdis,"Miser , ah , miser , Carybdis",Charybdis,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div31.l29.w4,247180.0,,,,,,,,,,,,,,,,,
estlocus4,Acheloa,Acheloa monstra quali,Achelous,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div31.l7.w1,246776.0,,,,,,,,,,,,,,,,,
estlocus3,Galli,"Iulius hic situs est , Galli Venetique fatentur",Galli,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div33.l1.w5,247795.0,,,,,,,,,,,,,,,,,
estlocus4,Herebo,Tu portenta relegas Herebo tot furialia,Herebus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div4.l5.w4,226733.0,,,,,,,,,,,,,,,,,
estlocus3,Britannis,"Quae uectantur ab ultimis Britannis ,",Britanni,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div5.l14.w5,227451.0,,,,,,,,,,,,,,,,,
estlocus2,Bizantia,"Quas Bizantia missitat Propontis , 5 , 15 Quas . . . Propontis : versus additus in margine",Byzantius,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div5.l15.w2,227467.0,,,,,,,,,,,,,,,,,
estlocus1,Europa,"Europa atque Asia , Affricumque littus",Europa,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div5.l17.w1,227572.0,,,,,,,,,,,,,,,,,
estlocus1,Asia,"Europa atque Asia , Affricumque littus",Asia,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div5.l17.w3,227580.0,,,,,,,,,,,,,,,,,
estlocus2,Affricumque,"Europa atque Asia , Affricumque littus",Affricus,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div5.l17.w4,227588.0,,,,,,,,,,,,,,,,,
estlocus3,Heliconis,Non Heliconis aquas desiderat aut Aganyppes,Helicon,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div53.l3.w2,253574.0,,,,,,,,,,,,,,,,,
estlocus1,Geennae,Notus in caelo angelus et Geennae,Gehenna,,AŽ,urn:cts:croala:crije02.croala292491.croala-lat2w:body.div7.div8.l17.w6,228481.0,,,,,,,,,,,,,,,,,
