estLocus,Nomen,Textus,LEMMA,LOCI CITE URN,ANNOTATOR INITIALS,CTS URN,SEQUENCE,,,,,,,,,,,,,,,,,
estlocus1,Caucasei,"Quantaque Caucasei dorsi iuga , quanta Pachinni",Caucasus,50620.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l196.w2,999367.0,,,,,,,,,,,,,,,,,
estlocus1,Pachinni,"Quantaque Caucasei dorsi iuga , quanta Pachinni",Pachynum,50683.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l196.w6,999387.0,,,,,,,,,,,,,,,,,
estlocus1,Idaea,Et quantis Idaea iugis se Gargara tollunt,Idaeus,50646.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l197.w3,999404.0,,,,,,,,,,,,,,,,,
estlocus1,Gargara,Et quantis Idaea iugis se Gargara tollunt,Gargara,50639.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l197.w6,999416.0,,,,,,,,,,,,,,,,,
estlocus1,Aidonei,Tanta tridentiferi facies erat Aidonei .,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l198.w5,999445.0,,,,,,,,,,,,,,,,,
estlocus1,Styx,"Styx tacet atra palus , mutescunt triste sonantis",Styx,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l203.w1,999602.0,,,,,,,,,,,,,,,,,
estlocus1,Acherontis,"Pallentes Acherontis aquae , silet igneus amnis",Acheron,50602.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l204.w2,999643.0,,,,,,,,,,,,,,,,,
estlocus1,Cocyte,"Et ripis , Cocyte , tuis graue labile flumen .",Cocytus,50623.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l205.w3,999684.0,,,,,,,,,,,,,,,,,
estlocus4,Erebi,Deinde deos Erebi precibus compellat amicis :,Erebus,50636.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l206.w3,999725.0,,,,,,,,,,,,,,,,,
estlocus4,Chaos,"Ferre nefas , res prima , Chaos , quae rite silendo",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l209.w5,999860.0,,,,,,,,,,,,,,,,,
estlocus4,Erebum,"Magna parens , Erebum medio quae claudis in antro ,",Erebus,50636.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l213.w3,1000004.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegeton,"Et Phlegeton et Nox , quam discolor ambit amictus :",Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l214.w2,1000041.0,,,,,,,,,,,,,,,,,
estlocus1,Solque,"Solque dator lucis , caeli cor mensque profundi ,",LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l227.w1,1000550.0,,,,,,,,,,,,,,,,,
estlocus1,Olympi,"Vos quoque uocales magni Syrenes Olympi ,",Olympus,50679.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l228.w6,1000611.0,,,,,,,,,,,,,,,,,
estlocus1,Tartarus,Tartarus et tonitru longe domus alta remugit .,Tartarus,50714.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l237.w1,1000908.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,Ditis ad insultum telique tricuspidis ictum .,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l240.w1,1001003.0,,,,,,,,,,,,,,,,,
estlocus4,Dis,Dis impune putans ad apertos emicat artus,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l241.w1,1001036.0,,,,,,,,,,,,,,,,,
estlocus1,Auerni,Et sonitu tetri domus atra resultat Auerni .,Avernus,50614.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l244.w7,1001163.0,,,,,,,,,,,,,,,,,
estlocus4,Orcum,Vertitur acta manu dextra ceu fulmen et Orcum,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l247.w8,1001266.0,,,,,,,,,,,,,,,,,
estlocus4,Ditem,Excipiuntque graui nutantem uulnere Ditem,Dis,50633.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l250.w5,1001349.0,,,,,,,,,,,,,,,,,
estlocus4,Orco,"Mature ut talis discedat pestis ab Orco ! """,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l258.w7,1001621.0,,,,,,,,,,,,,,,,,
estlocus1,Assyrios,Ac uelut Assyrios saltus aut Syrtica linquens,Assyrius,50610.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l259.w3,1001646.0,,,,,,,,,,,,,,,,,
estlocus1,Syrtica,Ac uelut Assyrios saltus aut Syrtica linquens,Syrticus,50709.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l259.w6,1001658.0,,,,,,,,,,,,,,,,,
estlocus1,Eoas,"Arua draco siluasue procul cristatus Eoas ,",Eous,,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l260.w6,1001691.0,,,,,,,,,,,,,,,,,
estlocus1,Aetnam,"Si super undantem flammis ardentibus Aetnam ,",Aetna,50604.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l261.w6,1001724.0,,,,,,,,,,,,,,,,,
estlocus4,Orcus,Amphitryoniadae pro munere tradidit Orcus .,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l271.w5,1002058.0,,,,,,,,,,,,,,,,,
estlocus1,Phlegetontis,Tum specus horrendum et fauces Phlegetontis anheli,Phlegethon,50691.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l272.w6,1002091.0,,,,,,,,,,,,,,,,,
estlocus1,Auerni,"Victor adit spoliis et munere laetus Auerni ,",Avernus,50614.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l273.w7,1002128.0,,,,,,,,,,,,,,,,,
estlocus1,Stygias,Triplex ergo caput Stygias auersus ad umbras,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l279.w4,1002314.0,,,,,,,,,,,,,,,,,
estlocus4,Ditis,En tua progenies sacraria Ditis auari,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l288.w5,1002639.0,,,,,,,,,,,,,,,,,
estlocus1,Auernum,"Subiecit uictrixque ferum spoliauit Auernum ,",Avernus,50614.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l289.w5,1002668.0,,,,,,,,,,,,,,,,,
estlocus1,Aethiopas,Aethiopas duplices axemque uidebat utrumque .,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l296.w1,1002891.0,,,,,,,,,,,,,,,,,
estlocus1,Methymnaeus,Qua Methymnaeus donaria liquit Arion :,Methymnaeus,50665.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l307.w2,1003254.0,,,,,,,,,,,,,,,,,
estlocus1,Ephyrea,Hic Ephyrea ratis Calabro resoluta Tarento,Ephyreus,50635.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l308.w2,1003283.0,,,,,,,,,,,,,,,,,
estlocus1,Calabro,Hic Ephyrea ratis Calabro resoluta Tarento,Calaber,50616.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l308.w4,1003291.0,,,,,,,,,,,,,,,,,
estlocus1,Tarento,Hic Ephyrea ratis Calabro resoluta Tarento,Tarentum,50713.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l308.w6,1003299.0,,,,,,,,,,,,,,,,,
estlocus1,Lesbius,"Tractabant , supplex fundebat Lesbius aurum .",Lesbius,50657.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l311.w4,1003390.0,,,,,,,,,,,,,,,,,
estlocus1,Thyrio,Hinc media puppi Thyrio stans lucidus ostro,Thyreum,50722.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l312.w4,1003419.0,,,,,,,,,,,,,,,,,
estlocus1,Ephyreas,Parte alia ueniens Ephyreas laetus ad arces,Ephyreus,50635.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l326.w4,1003837.0,,,,,,,,,,,,,,,,,
estlocus1,Corinthiaco,Mira Corinthiaco narrabat facta tyranno .,Corinthiacus,50625.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l327.w2,1003862.0,,,,,,,,,,,,,,,,,
estlocus1,Stymphalidas,"Aeripedem ceruam , taurum , Stymphalidas , hortos",Stymphalis,50708.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l336.w4,1004171.0,,,,,,,,,,,,,,,,,
estlocus1,Hesperidum,"Hesperidum : "" Tu terrigenas , inuicte , Gigantes",Hesperis,,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l337.w1,1004188.0,,,,,,,,,,,,,,,,,
estlocus1,Troiam,"Deiicis , euertis Troiam , tu Albionas imbre",Troia,50723.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l338.w3,1004241.0,,,,,,,,,,,,,,,,,
estlocus1,Rhodani,Ad Rhodani ripas sternis Nessumque latronemque,Rhodanus,50697.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l339.w2,1004270.0,,,,,,,,,,,,,,,,,
estlocus1,Nessumque,Ad Rhodani ripas sternis Nessumque latronemque,Nessus,50672.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l339.w5,1004282.0,,,,,,,,,,,,,,,,,
estlocus1,Auentinum,"Acer Auentinum , tu templa Lacinia condis .",Aventinus,50613.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l340.w2,1004299.0,,,,,,,,,,,,,,,,,
estlocus1,Lacinia,"Acer Auentinum , tu templa Lacinia condis .",Lacinius,50655.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l340.w5,1004315.0,,,,,,,,,,,,,,,,,
estlocus4,Atlas,"Atlas obstupuit , te tela trisulca ferentem",Atlas,50612.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l342.w1,1004361.0,,,,,,,,,,,,,,,,,
estlocus4,Orci,Coniugis Admeti furuis e sedibus Orci,Orcus,50681.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l344.w6,1004447.0,,,,,,,,,,,,,,,,,
estlocus1,Laomedontida,"Aequoreoque rapis tu Laomedontida monstro . """,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l345.w4,1004468.0,,,,,,,,,,,,,,,,,
estlocus1,Cyllenia,Sed lyra iam reticet lassi Cyllenia Phoebi .,Cyllenius,50626.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:body.div3.l347.w6,1004550.0,,,,,,,,,,,,,,,,,
estlocus1,Inferna,Inferna Stygium de regione canem .,LEMMA,,ANNOTATOR,urn:cts:croala:bunic02.croala1761880.croala-lat2w:back.app.rdg1.div.l2.w1,1004701.0,,,,,,,,,,,,,,,,,
estlocus1,Stygium,Inferna Stygium de regione canem .,Stygius,50706.0,AS,urn:cts:croala:bunic02.croala1761880.croala-lat2w:back.app.rdg1.div.l2.w2,1004705.0,,,,,,,,,,,,,,,,,
